GENESIS-Tabelle: 449-01-5-B
Bodenfläche nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
- Stichtag 31.12. - regionale Ebenen;;;;;;;;;;;;;;;;;;;;
Flächenerhebung nach Art der tatsächlichen Nutzung;;;;;;;;;;;;;;;;;;;;
31.12.2012;;;;;;;;;;;;;;;;;;;;
;;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche;Bodenfläche
;;;Siedlungs- und Verkehrsfläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Gebäude- und Freifläche;Betriebsfläche (ohne Abbauland);Erholungsfläche;Erholungsfläche;Friedhofsfläche;Verkehrsfläche;Verkehrsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Landwirtschaftsfläche;Waldfläche;Wasserfläche;Abbauland;Flächen anderer Nutzung (ohne Friedhofsfläche);Flächen anderer Nutzung (ohne Friedhofsfläche)
;;;;Insgesamt;Wohnen;Gewerbe, Industrie;;Insgesamt;Grünanlage;;Insgesamt;Straße, Weg, Platz;Insgesamt;Moor;Heide;;;;Insgesamt;Unland
;;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha;ha
09177139;Taufkirchen (Vils);7018;677;394;152;25;7;35;11;3;239;239;5122;3;2;1148;61;6;4;4
09177142;Walpertskirchen;1845;166;79;28;2;1;1;1;0;84;64;1431;0;0;227;20;0;1;0
09177143;Wartenberg, M;1788;260;157;84;14;0;22;12;0;80;78;1184;1;0;284;56;0;4;4
09177144;Wörth;2105;277;137;75;8;11;10;3;1;119;94;1551;3;1;244;29;1;2;0
09178113;Allershausen;2655;343;190;88;18;3;15;7;0;134;134;1744;0;1;483;67;6;12;11
09178115;Attenkirchen;1611;186;102;53;4;10;9;6;0;64;61;1213;1;0;205;3;0;3;3
09178116;Au i.d.Hallertau, M;5498;431;256;98;19;1;11;4;0;163;158;3692;0;3;1332;12;22;9;9
09178120;Eching;3731;765;397;131;97;27;54;32;6;282;264;2574;0;0;274;45;45;28;28
09178122;Rudelzhausen;4081;317;165;69;6;3;24;4;1;124;120;2748;0;1;987;12;7;9;9
09178123;Fahrenzhausen;3764;378;188;85;7;3;16;1;1;170;170;2827;7;0;458;87;0;14;14
09178124;Freising, GKSt;8860;1962;913;459;74;9;114;50;11;914;501;4934;18;6;1534;220;12;198;196
09178125;Gammelsdorf;2163;141;77;24;10;1;6;2;0;57;54;1579;2;2;416;1;19;6;6
09178129;Haag a.d.Amper;2171;216;110;51;6;5;7;3;0;93;89;1424;1;0;436;57;11;28;28
09178130;Hallbergmoos;3507;825;299;115;29;7;37;5;0;482;105;2017;0;0;530;88;12;35;35
09178132;Hörgertshausen;2148;147;85;37;4;2;4;1;0;57;57;1547;0;0;436;2;8;8;8
09178133;Hohenkammer;2574;199;112;39;10;3;4;2;0;80;80;1629;0;0;720;18;5;3;3
09178136;Kirchdorf a.d.Amper;3296;208;116;53;7;3;6;3;0;84;84;2203;3;0;812;47;15;11;11
09178137;Kranzberg;3951;346;178;86;8;6;17;8;0;145;145;2421;1;0;1105;66;9;4;4
09178138;Langenbach;2689;260;130;60;17;2;9;3;0;119;103;1534;0;0;728;90;13;64;64
09178140;Marzling;2050;214;102;45;3;5;9;6;0;98;90;1468;0;2;251;97;2;19;19
09178142;Mauern;2414;177;104;49;2;1;2;1;0;69;69;1756;0;0;454;10;13;5;5
09178143;Moosburg a.d.Isar, St;4385;725;464;249;64;6;31;9;1;223;202;2490;1;1;792;241;18;119;119
09178144;Nandlstadt, M;3430;295;177;80;10;1;12;0;0;105;97;2580;1;0;546;3;1;5;5
09178145;Neufahrn b.Freising;4553;774;415;190;69;10;45;20;0;304;284;3355;15;0;319;81;1;24;24
09178150;Paunzhausen;1273;120;65;32;2;4;3;0;0;48;48;876;0;0;277;0;1;0;0
09178155;Wang;3119;251;140;47;19;7;9;4;0;95;89;2075;0;0;552;217;3;21;21
09178156;Wolfersdorf;2605;174;104;40;1;1;2;0;0;67;67;1919;0;0;500;2;6;4;4
09178157;Zolling;3454;365;203;78;13;4;13;2;0;145;143;2489;1;0;421;103;37;39;39
09179111;Adelshofen;1328;118;64;32;1;0;1;0;0;52;52;959;0;0;234;12;3;2;1
09179113;Alling;2102;219;117;59;7;1;23;3;1;76;76;1552;7;0;311;13;2;5;5
09179114;Althegnenberg;1609;124;64;41;1;12;1;1;0;46;33;728;2;0;751;5;0;1;1
09179117;Egenhofen;3340;281;157;69;18;0;8;2;0;116;116;2430;0;0;581;32;3;14;14
09179118;Eichenau;699;290;205;171;4;0;25;14;3;58;54;240;0;0;162;6;0;1;1
09179119;Emmering;1095;255;156;102;18;10;23;4;1;65;55;558;0;0;235;30;5;13;11
09179121;Fürstenfeldbruck, GKSt;3252;1057;586;349;58;6;79;39;1;386;232;1304;16;4;762;39;39;52;37
09179123;Germering, GKSt;2161;760;468;341;19;1;63;29;7;221;206;932;0;3;461;4;0;3;3
09179125;Grafrath;1443;193;119;89;3;2;16;4;1;56;47;523;1;0;709;15;1;2;2
09179126;Gröbenzell;636;485;373;295;17;0;21;5;0;92;75;140;0;0;5;5;0;1;1
09179128;Hattenhofen;717;109;51;29;1;14;4;1;0;40;27;503;2;0;100;3;0;1;1
09179130;Jesenwang;1530;137;62;28;4;5;3;1;0;66;60;863;0;0;505;6;13;5;5
09179131;Kottgeisering;821;100;58;41;0;0;1;0;1;40;30;530;0;0;183;8;0;0;0
09179132;Landsberied;1054;82;44;25;2;0;3;0;0;34;34;549;0;0;413;1;7;1;1
09179134;Maisach;5344;1010;402;198;48;19;42;12;0;547;210;3768;3;0;502;52;6;6;6
09179136;Mammendorf;2121;285;141;86;15;9;20;3;1;114;96;1443;0;0;343;34;14;1;1
09179137;Mittelstetten;1862;192;74;38;3;3;48;1;0;67;67;1293;2;0;359;12;5;1;1
09179138;Moorenweis;4545;347;163;80;9;27;9;2;1;146;146;2956;21;0;1211;25;4;2;2
09179140;Oberschweinbach;724;87;51;33;2;0;6;2;0;30;30;521;0;0;109;6;0;1;1
09179142;Olching, St;2992;811;470;280;39;4;66;34;8;262;209;1838;18;0;217;104;8;15;14
09179145;Puchheim, St;1223;471;339;209;32;4;26;21;1;101;95;686;0;0;51;7;1;8;7
09179147;Schöngeising;1287;108;51;39;1;1;3;1;1;52;33;385;2;0;761;28;0;5;5
09179149;Türkenfeld;1595;206;118;76;4;12;7;1;0;69;57;971;10;0;391;17;4;5;5
09180112;Bad Kohlgrub;3258;160;92;50;1;2;7;3;1;60;46;1554;185;0;1489;28;0;27;27
09180113;Bad Bayersoien;1767;120;50;22;2;4;5;3;1;61;61;1124;335;0;473;48;1;1;1
09180114;Eschenlohe;5504;162;58;26;7;6;6;3;0;92;81;1351;453;0;3093;98;0;801;801
09180115;Ettal;1475;72;34;12;0;3;6;3;0;30;28;466;10;6;844;37;0;55;55
09180116;Farchant;2576;131;82;53;4;1;4;0;0;44;37;457;0;0;1667;55;0;266;266
09180117;Garmisch-Partenkirchen, M;20567;963;605;370;20;4;52;19;4;298;237;2514;3;71;9849;193;4;7043;7023
09180118;Grainau;4939;184;121;82;3;1;8;2;1;53;43;433;1;9;2598;192;0;1531;1531
09180119;Großweil;2204;194;83;26;2;10;0;0;0;101;101;1179;120;1;749;69;9;4;1
09180122;Krün;3632;164;82;43;1;1;6;0;1;75;66;1061;29;0;2177;139;2;89;89
09180123;Mittenwald, M;13284;452;248;120;4;8;26;8;0;170;147;1612;12;28;6519;202;1;4498;4340
09180124;Murnau a.Staffelsee, M;3805;530;360;210;14;8;36;25;2;125;101;2357;989;1;627;252;20;18;17
09180125;Oberammergau;3006;237;167;86;3;2;4;2;2;61;60;821;1;0;1784;44;0;120;120
09180126;Oberau;1786;146;84;47;4;6;14;1;1;41;35;317;0;0;928;30;0;365;365
09180127;Ohlstadt;4116;291;105;57;6;15;7;0;1;162;136;1647;233;0;2006;71;0;100;99
09180128;Riegsee;2043;94;61;30;0;1;3;0;0;29;29;1292;31;0;631;14;4;7;6
09180129;Saulgrub;3548;112;63;35;2;1;1;0;1;46;41;1216;96;0;2122;73;4;22;22
09180131;Schwaigen;2358;49;27;14;1;0;2;2;0;19;19;676;26;0;1584;19;0;31;31
09180132;Seehausen a.Staffelsee;1571;125;82;54;1;0;11;1;0;32;23;479;32;3;154;769;6;39;2
09180133;Spatzenhausen;773;78;44;13;0;0;5;0;0;29;29;602;0;0;43;1;18;31;6
09180134;Uffing a.Staffelsee;4275;207;124;64;2;1;13;0;1;68;62;2395;488;2;1612;40;6;16;3
09180135;Unterammergau;2993;121;53;27;4;1;1;0;0;65;59;1024;105;0;1744;46;6;52;52
09180136;Wallgau;3396;108;52;32;1;7;11;0;0;37;37;422;10;2;2675;106;2;84;84
09180444;Gem.fr. Geb. Garmisch-Partenkirchen;8346;16;1;0;0;0;0;0;0;15;15;215;0;0;4498;83;0;3535;3535
09181111;Apfeldorf;1231;103;52;22;1;1;3;0;1;46;46;823;22;2;214;86;3;3;3
09181113;Denklingen;5676;302;136;47;24;3;4;1;0;159;150;1966;0;0;3373;17;9;9;9
09181114;Dießen am Ammersee, M;8265;653;404;220;25;3;24;9;2;220;205;3850;1;0;3627;115;3;17;16
09181115;Eching am Ammersee;624;125;60;41;2;8;11;4;0;45;45;453;0;0;18;24;1;3;3
09181116;Egling a.d.Paar;2077;219;125;51;10;0;6;5;0;87;77;1412;0;0;430;8;2;6;6
09181118;Eresing;1423;140;76;33;8;1;7;1;0;56;48;852;5;0;416;8;4;2;2
09181120;Finning;2333;185;93;38;4;3;6;2;0;83;82;1496;2;1;618;22;3;9;7
09181121;Fuchstal;3975;340;197;80;26;3;5;2;1;134;127;2300;0;0;1242;85;8;1;1
09181122;Geltendorf;3482;372;192;108;8;11;6;3;0;163;130;2284;1;0;780;19;20;7;6
09181123;Greifenberg;821;144;72;40;5;0;6;3;0;65;59;371;0;0;293;12;0;0;0
09181124;Hofstetten;1702;150;80;38;4;8;3;1;0;57;57;1004;1;0;522;17;8;2;2
09181126;Hurlach;1717;171;91;35;6;0;8;1;1;72;62;1318;0;0;170;28;24;6;6
09181127;Igling;2633;286;125;48;8;4;21;1;1;135;113;1466;0;3;806;15;45;16;15
09181128;Kaufering, M;1769;388;231;132;23;6;29;18;3;119;96;935;0;0;305;130;0;11;4
09181129;Kinsau;1144;91;47;21;7;5;4;1;0;35;33;609;0;1;332;105;2;5;5
09181130;Landsberg am Lech, GKSt;5790;1295;798;319;201;11;62;30;1;422;375;2757;5;0;1493;207;26;12;8
09181131;Obermeitingen;993;123;72;34;11;0;7;3;1;42;37;597;0;0;161;2;53;56;9
09181132;Penzing;3381;536;157;76;2;5;11;6;2;361;121;1881;2;0;926;19;10;10;9
09181133;Vilgertshofen;2710;260;142;58;3;6;6;2;1;106;106;1692;18;1;598;143;10;6;5
09181134;Prittriching;2538;212;119;49;8;0;6;2;1;87;86;1823;0;0;341;124;8;29;4
09181135;Reichling;2326;156;83;34;2;0;4;2;0;68;68;1369;3;1;649;144;4;5;4
09181137;Rott;1974;138;73;32;1;3;3;1;0;59;59;1231;14;0;567;24;11;3;3
09181138;Scheuring;2127;163;97;40;3;1;5;1;1;59;59;1046;0;0;749;166;1;2;2
09181139;Schondorf am Ammersee;660;171;120;88;4;1;8;1;0;42;35;356;2;0;130;2;0;1;1
09181140;Schwifting;1145;98;40;19;1;4;4;4;0;50;50;585;0;0;456;1;4;2;1
09181141;Pürgen;2199;235;140;73;9;1;8;3;1;86;86;1224;0;0;695;28;5;12;9
09181142;Thaining;871;88;46;21;1;7;3;0;1;31;31;536;0;0;233;2;10;1;1
09181143;Unterdießen;1279;119;63;30;2;2;5;1;0;48;45;758;0;2;318;83;1;0;0
09181144;Utting am Ammersee;1901;289;187;107;10;3;18;4;1;79;74;983;0;0;608;15;4;2;0
09181145;Weil;4448;359;182;78;11;1;6;2;0;171;151;3278;1;0;773;23;6;10;10
09181146;Windach;2485;262;141;76;11;0;10;5;0;111;111;1354;5;0;816;36;9;7;7
09181444;Gem.fr. Geb. Landsberg am Lech;4741;2;0;0;0;0;2;2;0;0;0;0;0;0;0;4738;0;1;1
09182111;Bad Wiessee;3279;276;181;109;5;1;43;6;3;49;49;578;0;2;2333;29;0;63;63
09182112;Bayrischzell;7945;143;70;33;2;3;4;0;0;67;53;2540;14;3;4216;58;0;988;988
09182114;Fischbachau;7582;328;202;104;7;6;12;3;0;108;103;3270;22;0;3647;63;25;249;249
09182116;Gmund a.Tegernsee;3441;350;233;136;21;6;4;0;4;102;93;1777;0;0;1277;34;0;2;2
09182119;Hausham;2229;281;200;106;16;1;4;1;1;75;68;934;0;0;979;19;0;17;17
09182120;Holzkirchen, M;4824;629;387;215;32;5;26;6;7;204;178;2181;10;0;1983;18;7;5;5
09182123;Irschenberg;5391;302;134;44;7;4;2;0;0;161;158;3221;67;0;1782;66;4;17;17
09182124;Kreuth;12224;230;134;81;4;1;9;2;0;86;86;1287;14;21;8695;152;4;1856;1856
09182125;Miesbach, St;3243;409;276;145;20;3;13;3;3;114;106;1876;10;0;895;41;9;13;12
09182127;Otterfing;2116;227;137;78;6;0;5;1;0;84;72;1019;0;0;862;0;6;2;2
09182129;Rottach-Egern;5911;333;265;186;5;1;11;3;0;56;56;1123;3;5;3827;57;4;568;568
09182131;Schliersee, M;7916;370;253;178;6;8;7;2;0;102;83;1743;13;0;5049;301;1;451;448
09182132;Tegernsee, St;2277;188;151;86;2;1;6;5;0;29;27;194;3;0;983;909;0;4;4
09182133;Valley;4218;462;140;58;11;2;115;1;0;206;154;1806;12;1;1917;20;1;11;11
09182134;Waakirchen;4231;344;198;107;12;11;43;0;1;92;80;1852;11;1;1991;10;20;15;14
09182136;Warngau;5124;302;159;65;7;2;7;0;0;134;118;2670;2;0;2119;23;4;7;7
09182137;Weyarn;4671;330;140;62;5;3;9;1;0;177;168;2192;154;0;1949;175;9;16;15
09183112;Ampfing;3113;433;262;103;61;7;17;7;1;146;122;2239;0;0;361;49;18;14;14
09183113;Aschau a.Inn;2076;330;253;58;142;6;6;1;1;64;60;1246;0;0;387;75;28;10;10
09183114;Buchbach, M;2879;228;144;53;12;3;6;2;1;75;74;2342;0;0;284;17;1;7;7
09183115;Egglkofen;1399;137;59;26;7;0;12;10;0;65;60;897;0;0;356;7;0;1;1
09183116;Erharting;1368;141;51;21;4;2;4;2;1;84;73;779;0;1;410;27;3;7;7
09183118;Gars a.Inn, M;4366;323;176;70;14;1;6;2;1;140;103;2479;0;0;1315;220;17;13;13
09183119;Haag i.OB, M;2037;296;191;101;22;0;12;4;1;92;90;1223;0;0;484;10;11;14;14
09183120;Heldenstein;1985;215;102;50;5;2;5;2;1;106;92;1459;0;1;266;36;2;7;7
09183122;Jettenbach;917;81;36;20;2;2;2;0;0;40;28;497;0;0;328;8;1;3;3
09183123;Kirchdorf;2103;152;91;24;22;4;1;0;0;57;57;1411;0;0;527;7;0;5;5
09183124;Kraiburg a.Inn, M;2756;276;134;66;8;0;70;5;0;72;71;1925;0;0;536;11;4;4;4
09183125;Lohkirchen;1488;79;41;11;2;0;1;1;0;37;37;1146;3;0;256;6;0;0;0
09183126;Maitenbeth;3094;160;93;37;11;0;3;1;0;64;63;1248;0;0;1664;6;12;4;4
09183127;Mettenheim;2724;281;117;57;10;0;9;2;0;154;144;1965;5;0;402;35;29;12;12
09183128;Mühldorf a.Inn, St;2942;888;562;261;84;5;45;21;4;271;200;1356;2;0;399;252;17;30;30
09183129;Neumarkt-Sankt Veit, St;6107;500;268;103;23;3;9;4;2;219;166;4410;0;0;1165;25;4;3;2
09183130;Niederbergkirchen;2470;151;67;20;1;1;4;1;0;79;62;1803;3;1;499;10;0;7;7
09183131;Niedertaufkirchen;2669;135;70;17;2;1;3;2;0;61;61;1991;2;0;538;3;0;2;2
09183132;Oberbergkirchen;2753;155;85;29;6;3;5;1;0;61;61;2206;0;0;378;11;0;4;3
09183134;Oberneukirchen;1960;97;47;9;2;4;1;0;0;45;45;1609;0;3;243;1;8;1;1
09183135;Obertaufkirchen;3166;223;121;42;10;1;6;2;0;96;90;2250;0;0;661;26;1;4;4
09183136;Polling;4385;344;208;82;36;2;7;2;1;126;113;2886;7;6;1096;42;7;11;11
09183138;Rattenkirchen;1987;149;59;16;5;0;2;2;0;87;82;1325;1;1;491;18;3;1;1
09183139;Rechtmehring;2438;159;92;33;4;1;3;1;1;62;62;1684;0;0;575;10;3;7;7
09183140;Reichertsheim;3136;187;97;25;6;2;5;2;0;83;83;2351;0;0;582;11;1;4;4
09183143;Schönberg;2533;172;72;13;3;3;3;0;0;95;94;1860;0;0;473;26;0;2;2
09183144;Schwindegg;2077;234;131;61;19;1;9;3;1;93;80;1601;0;0;170;67;0;5;5
09183145;Taufkirchen;2533;148;82;22;13;4;2;1;0;59;59;1769;0;0;603;5;5;4;4
09183147;Unterreit;3219;198;98;26;8;1;19;12;0;80;70;2064;0;0;895;59;2;1;1
09183148;Waldkraiburg, St;2155;739;489;304;85;8;75;62;10;157;134;700;0;0;348;354;1;13;13
09183151;Zangberg;984;77;46;24;1;1;4;2;0;26;26;782;0;0;115;9;0;0;0
09183444;Gem.fr. Geb. Mühldorf a.Inn;712;18;0;0;0;1;0;0;0;18;12;0;0;0;693;0;0;0;0
09184112;Aschheim;2805;573;261;79;26;1;104;41;1;207;204;1549;2;1;86;494;47;55;4
09184113;Baierbrunn;721;141;98;57;10;2;2;1;1;39;33;180;0;0;381;14;0;5;0
09184114;Brunnthal;3795;450;172;87;17;3;35;3;0;240;237;959;0;1;2349;0;27;10;7
09184118;Feldkirchen;641;279;169;70;34;2;14;10;2;93;80;324;0;3;1;0;29;8;5
09184119;Garching b.München, St;2817;887;577;127;146;18;62;38;2;228;203;1382;0;205;435;40;12;61;48
09184120;Gräfelfing;957;541;364;288;15;0;49;41;5;123;113;144;0;0;247;3;16;5;5
09184121;Grasbrunn;2640;316;142;92;3;1;47;6;2;123;117;926;0;0;1378;0;17;2;2
09184122;Grünwald;763;529;418;333;24;0;21;8;11;80;76;47;0;0;162;21;0;3;0
09184123;Haar;1290;512;344;176;9;2;39;10;6;120;100;607;0;0;155;1;15;1;1
09184127;Höhenkirchen-Siegertsbrunn;2376;274;160;101;5;2;14;7;2;96;85;598;0;0;1492;0;0;12;10
09184129;Hohenbrunn;1859;392;249;137;40;0;12;6;2;129;120;528;3;0;934;0;0;5;5
09184130;Ismaning;4020;633;367;161;33;4;45;18;6;211;195;2761;0;0;452;113;2;59;10
09184131;Kirchheim b.München;1551;455;280;105;73;2;37;20;1;136;128;895;0;0;23;174;0;4;1
09184132;Neuried;963;179;120;84;9;1;13;8;0;46;45;52;0;0;731;0;1;0;0
09184134;Oberhaching;3305;560;373;229;22;2;27;8;3;155;133;1046;0;0;1682;3;6;8;6
09184135;Oberschleißheim;3031;654;288;109;31;2;132;68;4;229;175;1186;0;40;1115;39;0;36;29
09184136;Ottobrunn;523;448;336;238;39;0;18;12;10;83;80;40;0;0;35;0;0;0;0
09184137;Aying;5654;320;169;75;10;2;12;1;0;137;123;1926;3;0;3376;6;13;14;14
09184138;Planegg;1068;338;236;123;8;7;19;10;4;73;67;168;0;0;480;2;75;4;4
09184139;Pullach i.Isartal;740;379;280;164;23;2;15;8;5;76;65;36;0;0;271;42;2;11;1
09184140;Putzbrunn;1117;221;138;62;17;1;8;2;2;72;71;463;0;0;430;0;0;4;3
09184141;Sauerlach;5694;412;234;122;20;2;8;2;2;166;146;1810;1;6;3446;1;15;11;4
09184142;Schäftlarn;1671;256;174;124;4;3;9;4;1;70;64;659;0;0;748;3;0;4;1
09184144;Straßlach-Dingharting;2834;285;144;86;5;2;76;2;1;63;63;1233;10;0;1249;39;0;28;20
09184145;Taufkirchen;2200;532;301;142;56;2;48;21;3;177;173;763;0;0;885;3;8;9;4
09184146;Neubiberg;577;408;259;134;2;11;54;45;3;80;69;128;0;0;33;7;0;1;0
09184147;Unterföhring;1279;449;238;75;53;15;52;16;3;140;124;609;0;0;30;162;0;30;9
09184148;Unterhaching;1037;492;299;181;11;2;45;17;1;145;135;480;0;1;59;1;0;4;1
09184149;Unterschleißheim, St;1493;716;478;229;122;5;56;43;8;170;160;696;0;6;53;18;0;10;1
09184444;Gem.fr. Geb. München;7003;133;2;0;0;0;1;1;0;130;117;153;1;21;6640;55;2;19;8
09185113;Aresing;2989;330;165;59;20;5;7;1;0;153;153;2018;1;1;615;16;8;3;3
09185116;Berg im Gau;2260;164;85;25;4;4;3;1;0;72;72;2028;0;0;43;16;5;5;5
09185118;Bergheim;2893;241;98;43;3;8;8;4;1;127;127;1569;0;1;921;139;15;8;8
09185123;Brunnen;3214;291;98;34;5;15;8;2;1;170;148;1956;2;0;941;21;3;2;2
09185125;Burgheim, M;4973;608;259;103;27;16;14;3;0;317;291;3806;4;0;440;83;27;9;9
09185127;Ehekirchen;6279;529;244;81;15;11;6;1;1;267;267;4354;1;0;1356;32;6;2;2
09185131;Gachenbach;3025;344;153;49;10;9;8;3;0;172;172;2113;0;0;535;30;1;2;2
09185139;Karlshuld;2909;362;266;130;7;1;19;4;2;73;73;2461;0;0;12;33;39;3;3
09185140;Karlskron;3852;441;250;119;30;14;11;4;0;166;158;3048;0;0;299;60;1;5;5
09185143;Langenmosen;2390;193;105;28;8;0;6;1;0;83;83;1783;0;0;402;7;1;4;4
09185149;Neuburg a.d.Donau, GKSt;8130;1802;931;418;158;19;139;45;13;699;454;3634;5;12;2402;217;19;57;57
09185150;Oberhausen;3199;365;153;66;15;17;18;10;1;177;153;1398;12;0;1296;107;8;25;16
09185153;Rennertshofen, M;9310;738;294;119;15;8;9;3;0;426;422;4547;0;65;3637;351;19;18;18
09185157;Rohrenfels;1754;176;80;33;5;1;7;3;0;88;88;1453;0;0;101;20;1;3;3
09185158;Schrobenhausen, St;7526;1167;720;323;171;23;49;23;7;366;331;3919;0;0;2353;68;7;12;12
09185163;Königsmoos;4083;432;321;117;23;2;15;2;1;93;93;3568;0;0;17;61;0;6;6
09185166;Waidhofen;2733;246;134;52;5;4;7;3;0;101;101;1687;0;0;765;26;2;6;6
09185168;Weichering;2459;279;134;51;13;1;18;11;1;125;112;1168;0;0;804;174;2;32;32
09186113;Baar-Ebenhausen;1479;386;226;101;51;8;15;9;0;137;111;910;0;2;130;52;1;0;0
09186116;Ernsgaden;750;272;67;34;4;1;2;2;0;202;43;286;0;0;127;60;2;2;0
09186122;Geisenfeld, St;8830;900;543;203;74;8;31;11;2;317;311;4756;0;0;2660;418;78;18;8
09186125;Gerolsbach;5897;449;207;60;7;4;64;1;1;173;172;3969;0;0;1448;15;3;13;2
09186126;Hettenshausen;1860;158;95;41;5;1;5;1;2;55;47;1158;0;0;528;6;5;5;4
09186128;Hohenwart, M;5223;540;248;84;26;12;18;10;1;261;260;3362;0;7;1234;74;10;3;1
09186130;Ilmmünster;1389;132;76;46;2;0;6;2;0;50;44;666;0;0;582;5;1;3;3
09186132;Jetzendorf;2177;228;125;58;4;1;7;1;1;94;94;1463;0;0;456;14;6;10;1
09186137;Manching, M;3545;1211;372;190;28;5;34;17;4;795;282;1825;2;2;346;145;8;11;11
09186139;Münchsmünster;1581;395;264;77;115;4;9;1;1;118;105;931;0;0;168;67;11;10;7
09186143;Pfaffenhofen a.d.Ilm, St;9264;1261;795;369;64;36;40;15;5;385;365;5287;0;0;2623;53;16;25;14
09186144;Pörnbach;2263;217;104;50;4;4;6;1;0;104;104;1363;1;0;657;20;5;0;0
09186146;Reichertshausen;2364;294;163;105;3;2;39;2;1;89;72;1339;0;0;716;9;1;5;5
09186147;Reichertshofen, M;3689;628;327;159;35;15;24;4;1;261;240;2027;0;0;870;135;25;4;1
09186149;Rohrbach;2962;459;215;108;17;1;12;4;1;229;200;1870;0;0;587;30;5;12;6
09186151;Scheyern;3830;346;222;102;6;2;6;2;1;115;115;2440;0;0;1015;21;1;7;6
09186152;Schweitenkirchen;5301;539;277;92;28;4;8;4;1;249;249;3797;0;0;950;6;2;6;5
09186158;Vohburg a.d.Donau, St;4518;737;341;142;36;135;17;4;2;243;231;2855;0;0;525;327;9;64;40
09186162;Wolnzach, M;9152;939;484;201;35;29;24;9;2;401;384;5853;0;0;2288;46;6;19;10
09187113;Amerang;3981;305;179;70;10;2;5;1;1;119;109;2453;21;0;1145;63;12;3;3
09187114;Aschau i.Chiemgau;7961;307;208;136;7;1;9;1;1;89;80;2452;6;16;4542;71;1;587;587
09187116;Babensham;5431;309;142;51;10;7;4;0;0;156;156;2984;60;1;1966;154;12;6;6
09187117;Bad Aibling, St;4141;718;491;242;30;10;37;14;5;175;161;2526;88;0;788;92;1;15;10
09187118;Bernau a.Chiemsee;2669;378;224;121;5;1;17;5;1;135;121;1548;92;0;684;55;2;1;1
09187120;Brannenburg;3368;313;197;109;8;2;10;2;2;103;81;1252;3;4;1484;50;10;258;258
09187121;Breitbrunn a.Chiemsee;813;115;83;57;1;3;3;1;1;26;26;540;30;0;155;2;0;0;0
09187122;Bruckmühl, M;5021;743;515;288;62;6;19;3;3;201;181;2548;28;0;1569;98;46;15;12
09187123;Chiemsee;257;34;11;4;0;0;20;19;0;4;4;68;2;0;152;3;0;0;0
09187124;Edling;2005;243;156;82;20;0;9;0;1;77;56;1273;9;0;431;26;25;7;7
09187125;Eggstätt;2430;174;116;58;14;2;4;1;1;52;52;1203;102;0;898;122;22;9;9
09187126;Eiselfing;3489;290;145;49;22;7;6;1;0;132;132;2278;7;0;771;143;3;3;2
09187128;Bad Endorf, M;4011;380;246;126;13;0;11;3;1;122;96;2043;52;0;1042;540;3;2;2
09187129;Bad Feilnbach;5749;483;267;134;13;4;21;1;1;190;189;3077;168;1;2048;97;33;11;11
09187130;Feldkirchen-Westerham;5325;618;355;187;25;15;76;3;1;171;148;2747;40;0;1843;105;0;13;13
09187131;Flintsbach a.Inn;3130;257;97;52;9;1;8;0;1;150;131;892;9;18;1860;43;21;57;53
09187132;Frasdorf;3272;233;118;56;5;0;5;2;1;109;108;1522;10;4;1483;24;2;8;8
09187134;Griesstätt;2953;195;108;44;5;1;6;1;0;80;79;1684;38;0;868;173;11;21;6
09187137;Großkarolinenfeld;2907;312;199;115;12;2;5;1;2;104;79;1946;34;0;621;26;0;2;2
09187138;Gstadt a.Chiemsee;1070;105;66;38;1;4;4;2;0;31;31;594;65;0;367;3;0;1;1
09187139;Halfing;2280;177;112;43;8;1;4;0;1;60;55;1294;22;0;780;15;13;1;1
09187142;Schechen;3154;363;206;77;12;5;13;4;1;139;117;2013;6;0;665;96;5;13;4
09187145;Höslwang;1617;162;59;22;2;6;61;1;0;36;36;1007;8;0;445;2;1;0;0
09187148;Kiefersfelden;3673;339;199;123;17;5;8;3;2;125;104;974;1;0;2104;85;2;169;169
09187150;Kolbermoor, St;1984;507;389;244;35;3;15;6;3;97;86;770;14;9;627;49;20;10;8
09187154;Neubeuern, M;1532;195;126;79;6;0;10;5;0;58;58;763;4;0;489;69;8;7;0
09187156;Nußdorf a.Inn;2857;146;96;54;6;1;2;1;0;46;46;851;0;0;1688;111;9;52;21
09187157;Oberaudorf;5930;361;179;105;4;8;10;2;2;163;148;2231;13;42;3057;111;0;170;158
09187159;Pfaffing;3539;323;162;75;18;0;68;0;0;92;87;2330;26;0;855;25;1;4;4
09187162;Prien a.Chiemsee, M;2070;477;335;216;18;1;36;3;2;102;80;1072;7;0;488;27;4;2;2
09187163;Prutting;1623;159;101;47;7;0;3;0;0;55;49;999;14;0;441;12;9;3;2
