GENESIS-Tabelle: 036-01-5-B
Gebäude mit Wohnraum und Wohnungen nach Gebäudearten;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;
;;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Gebäude mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum;Wohnungen in Gebäuden mit Wohnraum
;;;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes;Art des Gebäudes
;;;Wohngebäude (Insgesamt);Wohngebäude (ohne Wohnheime);Wohnheime;sonstige Gebäude mit Wohnraum;;Wohngebäude (Insgesamt);Wohngebäude (ohne Wohnheime);Wohnheime;sonstige Gebäude mit Wohnraum
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
09671114;Karlstein a.Main;2183;2143;2143;-;40;3727;3633;3633;-;94
09671119;Geiselbach;626;614;614;-;12;928;906;906;-;22
09671120;Glattbach;979;966;966;-;13;1586;1561;1558;3;25
09671121;Goldbach, M;2542;2469;2469;-;73;4713;4567;4567;-;146
09671122;Großostheim, M;4381;4221;4221;-;160;7253;6960;6945;15;293
09671124;Haibach;2467;2421;2417;4;46;4061;3978;3968;10;83
09671126;Heigenbrücken;672;650;644;6;22;1100;1058;1040;18;42
09671127;Heimbuchenthal;649;621;621;-;28;1049;1012;1012;-;37
09671128;Heinrichsthal;278;271;271;-;7;412;405;405;-;7
09671130;Hösbach, M;3589;3458;3452;6;131;6168;5965;5916;49;203
09671133;Johannesberg;1177;1149;1149;-;28;1857;1811;1811;-;46
09671134;Kahl a.Main;2235;2165;2165;-;70;3649;3530;3530;-;119
09671135;Kleinkahl;594;578;578;-;16;874;855;855;-;19
09671136;Kleinostheim;2169;2091;2091;-;78;3750;3627;3624;3;123
09671138;Krombach;654;618;618;-;36;977;928;928;-;49
09671139;Laufach;1434;1406;1406;-;28;2364;2309;2309;-;55
09671140;Mainaschaff;1752;1713;1710;3;39;3972;3906;3900;6;66
09671141;Mespelbrunn;623;587;587;-;36;1061;992;992;-;69
09671143;Mömbris, M;3578;3470;3470;-;108;5318;5170;5170;-;148
09671148;Rothenbuch;542;533;533;-;9;843;828;828;-;15
09671150;Sailauf;1093;1052;1052;-;41;1682;1632;1632;-;50
09671152;Schöllkrippen, M;1048;991;991;-;57;1807;1710;1710;-;97
09671153;Sommerkahl;340;337;337;-;3;523;517;517;-;6
09671155;Stockstadt a.Main, M;1879;1799;1799;-;80;3301;3167;3167;-;134
09671156;Waldaschaff;1071;1046;1046;-;25;1731;1696;1696;-;35
09671157;Weibersbrunn;550;535;535;-;15;874;853;853;-;21
09671159;Westerngrund;562;553;553;-;9;832;816;816;-;16
09671160;Dammbach;656;637;637;-;19;945;911;911;-;34
09671162;Wiesen;344;344;344;-;0;491;488;488;-;3
09671444;Gem.fr. Geb. Aschaffenburg;-;-;x;x;x;-;-;x;x;x
09672111;Aura a.d.Saale;308;302;302;-;6;401;395;395;-;6
09672112;Bad Bocklet, M;1314;1267;1267;-;47;2202;2124;2124;-;78
09672113;Bad Brückenau, St;1600;1487;1484;3;113;3351;3153;3051;102;198
09672114;Bad Kissingen, GKSt;5181;4910;4907;3;271;12638;12032;11740;292;606
09672117;Burkardroth, M;2343;2285;2279;6;58;3382;3299;3290;9;83
09672121;Elfershausen, M;927;904;904;-;23;1328;1293;1293;-;35
09672122;Euerdorf, M;492;480;480;-;12;758;743;739;4;15
09672124;Fuchsstadt;559;544;544;-;15;768;743;743;-;25
09672126;Geroda, M;323;320;320;-;3;428;425;425;-;3
09672127;Hammelburg, St;3271;3138;3135;3;133;5251;5057;5054;3;194
09672131;Maßbach, M;1583;1534;1534;-;49;2148;2075;2075;-;73
09672134;Motten;530;515;515;-;15;814;796;796;-;18
09672135;Münnerstadt, St;2200;2129;2125;4;71;3541;3402;3351;51;139
09672136;Nüdlingen;1189;1143;1143;-;46;1849;1785;1785;-;64
09672138;Oberleichtersbach;635;618;618;-;17;906;883;883;-;23
09672139;Oberthulba, M;1547;1497;1494;3;50;2211;2143;2134;9;68
09672140;Oerlenbach;1542;1503;1503;-;39;2349;2301;2298;3;48
09672142;Ramsthal;348;334;334;-;14;546;526;526;-;20
09672143;Rannungen;359;349;349;-;10;510;494;494;-;16
09672145;Riedenberg;309;303;303;-;6;458;449;449;-;9
09672149;Schondra, M;472;462;462;-;10;748;735;735;-;13
09672155;Sulzthal, M;283;273;273;-;10;404;390;390;-;14
09672157;Thundorf i.UFr.;353;340;340;-;13;474;458;458;-;16
09672161;Wartmannsroth;749;731;731;-;18;984;966;960;6;18
09672163;Wildflecken, M;845;801;801;-;44;1552;1466;1466;-;86
09672166;Zeitlofs, M;721;687;687;-;34;1016;972;972;-;44
09672444;Gem.fr. Geb. Bad Kissingen;-;-;x;x;x;-;-;x;x;x
09673113;Aubstadt;258;258;258;-;-;303;303;300;3;-
09673114;Bad Neustadt a.d.Saale, St;3713;3520;3511;9;193;7590;7205;7123;82;385
09673116;Bastheim;636;624;615;9;12;926;911;871;40;15
09673117;Bischofsheim a.d.Rhön, St;1601;1542;1542;-;59;2399;2315;2315;-;84
09673123;Fladungen, St;828;787;787;-;41;1087;1036;1036;-;51
09673126;Großbardorf;294;288;288;-;6;353;347;347;-;6
09673127;Großeibstadt;383;362;362;-;21;494;473;473;-;21
09673129;Hausen;243;236;236;-;7;317;310;310;-;7
09673130;Hendungen;313;306;306;-;7;409;402;402;-;7
09673131;Herbstadt;237;233;233;-;4;290;286;286;-;4
09673133;Heustreu;373;369;369;-;4;583;575;575;-;8
09673134;Höchheim;422;416;416;-;6;527;502;502;-;25
09673135;Hohenroth;944;928;928;-;16;1486;1470;1464;6;16
09673136;Hollstadt;492;480;480;-;12;691;669;669;-;22
09673141;Bad Königshofen i.Grabfeld, St;1722;1610;1604;6;112;2771;2593;2549;44;178
09673142;Mellrichstadt, St;1706;1625;1625;-;81;2681;2536;2521;15;145
09673146;Niederlauer;446;431;431;-;15;737;719;719;-;18
09673147;Nordheim v.d.Rhön;412;387;387;-;25;536;505;505;-;31
09673149;Oberelsbach, M;939;918;918;-;21;1307;1274;1268;6;33
09673151;Oberstreu;523;514;514;-;9;675;666;666;-;9
09673153;Ostheim v.d.Rhön, St;1209;1147;1144;3;62;1723;1612;1602;10;111
09673156;Rödelmaier;284;280;280;-;4;389;382;382;-;7
09673160;Saal a.d.Saale, M;547;532;532;-;15;686;664;664;-;22
09673161;Salz;596;584;584;-;12;1046;1031;1031;-;15
09673162;Sandberg;809;791;791;-;18;1190;1160;1160;-;30
09673163;Schönau a.d.Brend;414;399;399;-;15;618;596;596;-;22
09673167;Sondheim v.d.Rhön;353;344;344;-;9;469;460;460;-;9
09673170;Stockheim;387;380;377;3;7;528;518;515;3;10
09673171;Strahlungen;283;277;277;-;6;411;405;405;-;6
09673172;Sulzdorf a.d.Lederhecke;497;481;481;-;16;609;580;580;-;29
09673173;Sulzfeld;542;528;528;-;14;722;705;705;-;17
09673174;Trappstadt, M;334;321;321;-;13;419;403;403;-;16
09673175;Unsleben;301;292;292;-;9;445;427;427;-;18
09673182;Willmars;223;216;216;-;7;282;272;272;-;10
09673183;Wollbach;385;378;378;-;7;577;570;570;-;7
09673184;Wülfershausen a.d.Saale;478;455;455;-;23;625;599;599;-;26
09673186;Burglauer;472;466;466;-;6;720;711;711;-;9
09673444;Gem.fr. Geb. Rhön-Grabfeld;-;-;x;x;x;-;-;x;x;x
09674111;Aidhausen;574;558;558;-;16;734;715;715;-;19
09674118;Breitbrunn;326;316;316;-;10;425;415;415;-;10
09674120;Bundorf;348;342;342;-;6;401;395;395;-;6
09674121;Burgpreppach, M;467;446;446;-;21;601;568;568;-;33
09674129;Ebelsbach;1066;1023;1023;-;43;1731;1656;1656;-;75
09674130;Ebern, St;2092;1988;1988;-;104;3314;3167;3161;6;147
09674133;Eltmann, St;1546;1486;1483;3;60;2485;2395;2382;13;90
09674139;Gädheim;400;394;394;-;6;568;556;556;-;12
09674147;Haßfurt, St;3605;3422;3422;-;183;6118;5843;5840;3;275
09674149;Hofheim i.UFr., St;1546;1459;1459;-;87;2241;2117;2117;-;124
09674153;Riedbach;562;559;559;-;3;702;687;687;-;15
09674159;Oberaurach;1288;1248;1248;-;40;1776;1720;1720;-;56
09674160;Kirchlauter;434;425;425;-;9;584;575;575;-;9
09674163;Knetzgau;1967;1926;1923;3;41;2703;2636;2624;12;67
09674164;Königsberg i.Bay., St;1215;1176;1173;3;39;1696;1642;1633;9;54
09674171;Maroldsweisach, M;1112;1075;1075;-;37;1520;1459;1459;-;61
09674180;Theres;823;808;808;-;15;1218;1191;1185;6;27
09674184;Pfarrweisach;469;445;445;-;24;620;590;590;-;30
09674187;Rauhenebrach;912;882;879;3;30;1238;1189;1180;9;49
09674190;Rentweinsdorf, M;468;456;456;-;12;652;629;629;-;23
09674195;Sand a.Main;918;886;886;-;32;1304;1260;1260;-;44
09674201;Stettfeld;338;329;329;-;9;533;520;520;-;13
09674210;Untermerzbach;570;561;561;-;9;705;690;690;-;15
09674219;Wonfurt;593;575;575;-;18;801;783;783;-;18
09674221;Zeil a.Main, St;1630;1544;1544;-;86;2716;2590;2590;-;126
09674223;Ermershausen;201;192;192;-;9;247;235;235;-;12
09675111;Abtswind, M;273;263;260;3;10;376;363;338;25;13
09675112;Albertshofen;628;616;616;-;12;996;969;969;-;27
09675113;Biebelried;334;325;325;-;9;543;531;531;-;12
09675114;Buchbrunn;315;312;312;-;3;495;492;492;-;3
09675116;Castell;290;281;281;-;9;375;363;363;-;12
09675117;Dettelbach, St;2069;1995;1992;3;74;3203;3078;3069;9;125
09675127;Geiselwind, M;723;686;686;-;37;980;934;931;3;46
09675131;Großlangheim, M;467;456;456;-;11;716;699;699;-;17
09675139;Iphofen, St;1428;1362;1359;3;66;1974;1881;1866;15;93
09675141;Kitzingen, GKSt;4786;4514;4514;-;272;10226;9714;9714;-;512
09675142;Kleinlangheim, M;529;513;513;-;16;743;724;724;-;19
09675144;Mainbernheim, St;709;688;685;3;21;1074;1037;1028;9;37
09675146;Mainstockheim;575;572;572;-;3;892;883;883;-;9
09675147;Marktbreit, St;1078;1019;1019;-;59;1687;1595;1595;-;92
09675148;Markt Einersheim, M;366;342;342;-;24;552;516;516;-;36
09675149;Marktsteft, St;592;573;573;-;19;874;845;845;-;29
09675150;Martinsheim;344;341;341;-;3;421;412;412;-;9
09675155;Nordheim a.Main;284;255;255;-;29;449;411;411;-;38
09675156;Obernbreit, M;571;545;545;-;26;796;770;770;-;26
09675158;Prichsenstadt, St;1064;1013;1013;-;51;1356;1293;1293;-;63
09675161;Rödelsee;526;514;514;-;12;727;706;706;-;21
09675162;Rüdenhausen, M;293;287;287;-;6;399;384;384;-;15
09675165;Schwarzach a.Main, M;986;937;937;-;49;1504;1428;1425;3;76
09675166;Segnitz;271;259;259;-;12;392;380;380;-;12
09675167;Seinsheim, M;372;363;363;-;9;462;453;453;-;9
09675169;Sommerach;416;391;391;-;25;583;549;549;-;34
09675170;Sulzfeld a.Main;457;429;429;-;28;640;603;603;-;37
09675174;Volkach, St;2541;2381;2377;4;160;4099;3872;3868;4;227
09675177;Wiesenbronn;319;312;312;-;7;441;428;428;-;13
09675178;Wiesentheid, M;1362;1309;1309;-;53;2106;2027;2027;-;79
09675179;Willanzheim, M;514;507;507;-;7;676;663;663;-;13
09676111;Altenbuch;396;383;383;-;13;549;533;533;-;16
09676112;Amorbach, St;1211;1124;1121;3;87;1951;1807;1798;9;144
09676116;Bürgstadt, M;1284;1229;1229;-;55;2023;1940;1940;-;83
09676117;Collenberg;801;773;770;3;28;1136;1102;1089;13;34
09676118;Dorfprozelten;612;584;584;-;28;883;845;845;-;38
09676119;Eichenbühl;828;790;790;-;38;1198;1133;1133;-;65
09676121;Elsenfeld, M;2139;2062;2062;-;77;3870;3726;3726;-;144
09676122;Erlenbach a.Main, St;2320;2238;2232;6;82;4507;4358;4243;115;149
09676123;Eschau, M;1196;1146;1146;-;50;1778;1706;1706;-;72
09676124;Faulbach;820;802;802;-;18;1208;1180;1180;-;28
09676125;Großheubach, M;1487;1412;1412;-;75;2387;2275;2269;6;112
09676126;Großwallstadt;1072;1042;1042;-;30;1858;1803;1803;-;55
09676128;Hausen;543;531;531;-;12;851;827;827;-;24
09676131;Kirchzell, M;776;754;754;-;22;1122;1088;1088;-;34
09676132;Kleinheubach, M;924;895;895;-;29;1695;1654;1654;-;41
09676133;Kleinwallstadt, M;1611;1563;1560;3;48;2550;2459;2450;9;91
09676134;Klingenberg a.Main, St;1728;1656;1656;-;72;2907;2791;2785;6;116
09676135;Laudenbach;408;396;396;-;12;693;678;678;-;15
09676136;Leidersbach;1438;1391;1391;-;47;2113;2049;2046;3;64
09676139;Miltenberg, St;2478;2267;2267;-;211;4787;4423;4417;6;364
09676140;Mömlingen;1358;1316;1316;-;42;2195;2123;2123;-;72
09676141;Mönchberg, M;833;798;798;-;35;1179;1124;1124;-;55
09676143;Neunkirchen;459;455;455;-;4;666;662;655;7;4
09676144;Niedernberg;1298;1268;1268;-;30;2157;2105;2105;-;52
09676145;Obernburg a.Main, St;2415;2335;2329;6;80;4002;3843;3825;18;159
09676151;Röllbach;517;505;505;-;12;713;701;701;-;12
09676153;Rüdenau;274;268;268;-;6;394;388;388;-;6
09676156;Schneeberg, M;535;516;516;-;19;831;809;809;-;22
09676158;Stadtprozelten, St;488;475;475;-;13;763;744;744;-;19
09676160;Sulzbach a.Main, M;1893;1847;1847;-;46;3228;3142;3142;-;86
09676165;Weilbach, M;709;684;684;-;25;1065;1031;1031;-;34
09676169;Wörth a.Main, St;1232;1183;1183;-;49;2107;2007;2007;-;100
09676444;Gem.fr. Geb. Miltenberg;-;-;x;x;x;-;-;x;x;x
09677114;Arnstein, St;2572;2499;2499;-;73;3724;3618;3618;-;106
09677116;Aura i.Sinngrund;332;326;326;-;6;459;444;444;-;15
09677119;Birkenfeld;640;616;616;-;24;951;924;924;-;27
09677120;Bischbrunn;562;550;550;-;12;793;775;775;-;18
09677122;Burgsinn, M;787;754;754;-;33;1244;1187;1184;3;57
09677125;Erlenbach b.Marktheidenfeld;765;756;756;-;9;1102;1093;1093;-;9
09677126;Esselbach;590;572;572;-;18;903;876;876;-;27
09677127;Eußenheim;1038;1020;1020;-;18;1419;1398;1398;-;21
09677128;Fellen;291;288;288;-;3;402;393;393;-;9
09677129;Frammersbach, M;1366;1296;1296;-;70;2270;2161;2161;-;109
09677131;Gemünden a.Main, St;3021;2879;2879;-;142;4935;4703;4683;20;232
09677132;Gössenheim;409;396;396;-;13;558;530;530;-;28
09677133;Gräfendorf;479;467;467;-;12;658;643;643;-;15
09677135;Hafenlohr;632;603;603;-;29;839;807;807;-;32
09677137;Hasloch;400;387;387;-;13;650;634;625;9;16
09677142;Himmelstadt;520;510;510;-;10;747;734;734;-;13
09677146;Karbach, M;492;483;483;-;9;667;655;655;-;12
09677148;Karlstadt, St;4436;4290;4290;-;146;6746;6505;6505;-;241
09677149;Karsbach;588;579;579;-;9;756;747;747;-;9
09677151;Kreuzwertheim, M;1110;1052;1052;-;58;1832;1733;1730;3;99
09677154;Triefenstein, M;1370;1325;1322;3;45;2042;1978;1909;69;64
09677155;Lohr a.Main, St;4208;4019;4010;9;189;7602;7265;7174;91;337
09677157;Marktheidenfeld, St;2764;2618;2618;-;146;5264;4989;4959;30;275
09677159;Mittelsinn;295;285;285;-;10;407;387;387;-;20
09677164;Neuendorf;272;266;266;-;6;378;372;372;-;6
09677165;Neuhütten;401;398;398;-;3;570;567;567;-;3
09677166;Neustadt a.Main;444;441;441;-;3;589;583;583;-;6
09677169;Obersinn, M;366;357;357;-;9;489;480;480;-;9
09677170;Partenstein;880;850;850;-;30;1327;1269;1269;-;58
09677172;Rechtenbach;349;349;349;-;-;465;465;465;-;0
09677175;Retzstadt;481;472;472;-;9;705;693;693;-;12
09677177;Rieneck, St;718;697;697;-;21;1012;984;984;-;28
09677178;Roden;356;356;356;-;-;449;449;449;-;-
09677181;Rothenfels, St;359;349;349;-;10;485;475;475;-;10
09677182;Schollbrunn;290;281;281;-;9;427;418;418;-;9
09677186;Steinfeld;693;681;681;-;12;992;974;974;-;18
09677189;Thüngen, M;451;439;439;-;12;646;625;625;-;21
09677193;Urspringen;446;431;431;-;15;581;563;563;-;18
09677200;Wiesthal;448;433;433;-;15;682;658;658;-;24
09677203;Zellingen, M;1937;1854;1854;-;83;2973;2859;2834;25;114
09677444;Gem.fr. Geb. Main-Spessart;-;-;x;x;x;-;-;x;x;x
09678115;Bergrheinfeld;1347;1314;1314;-;33;2488;2424;2424;-;64
09678122;Dingolshausen;400;391;391;-;9;523;514;514;-;9
09678123;Dittelbrunn;2325;2301;2301;-;24;3411;3361;3361;-;50
09678124;Donnersdorf;586;558;558;-;28;807;770;770;-;37
09678128;Euerbach;991;967;967;-;24;1350;1323;1323;-;27
09678130;Frankenwinheim;312;300;300;-;12;406;387;387;-;19
09678132;Geldersheim;689;670;670;-;19;1200;1163;1163;-;37
09678134;Gerolzhofen, St;1762;1646;1646;-;116;3285;3057;3051;6;228
09678135;Gochsheim;1617;1561;1561;-;56;3103;3010;3010;-;93
09678136;Grafenrheinfeld;926;907;907;-;19;1599;1556;1537;19;43
09678138;Grettstadt;1242;1217;1217;-;25;1800;1757;1757;-;43
09678150;Kolitzheim;1673;1642;1642;-;31;2338;2297;2297;-;41
09678153;Lülsfeld;238;231;231;-;7;306;299;299;-;7
09678157;Michelau i.Steigerwald;429;423;423;-;6;531;516;516;-;15
09678160;Niederwerrn;2037;2009;2009;-;28;3707;3649;3637;12;58
09678164;Oberschwarzach, M;445;429;429;-;16;596;571;571;-;25
09678168;Poppenhausen;1333;1296;1296;-;37;1981;1926;1926;-;55
09678170;Röthlein;1302;1257;1257;-;45;2033;1976;1976;-;57
09678174;Schonungen;2450;2388;2388;-;62;3703;3607;3607;-;96
09678175;Schwanfeld;549;540;540;-;9;838;826;826;-;12
09678176;Schwebheim;1121;1093;1093;-;28;1909;1872;1872;-;37
09678178;Sennfeld;1083;1032;1032;-;51;2062;1981;1981;-;81
09678181;Stadtlauringen, M;1325;1280;1280;-;45;1761;1707;1707;-;54
09678183;Sulzheim;590;577;577;-;13;842;829;829;-;13
09678186;Üchtelhausen;1242;1216;1216;-;26;1785;1756;1756;-;29
09678190;Waigolshausen;864;846;846;-;18;1237;1215;1215;-;22
09678192;Wasserlosen;1019;1007;1004;3;12;1391;1379;1376;3;12
09678193;Werneck, M;3076;2996;2993;3;80;4445;4334;4276;58;111
09678196;Wipfeld;323;305;305;-;18;453;432;432;-;21
09678444;Gem.fr. Geb. Schweinfurt;-;-;x;x;x;-;-;x;x;x
09679114;Aub, St;471;446;446;-;25;641;595;586;9;46
09679117;Bergtheim;1018;993;993;-;25;1508;1464;1464;-;44
09679118;Bieberehren;303;297;297;-;6;383;377;377;-;6
09679122;Bütthard, M;411;399;399;-;12;547;535;535;-;12
09679124;Eibelstadt, St;833;794;794;-;39;1375;1308;1308;-;67
09679126;Eisingen;862;832;829;3;30;1446;1397;1376;21;49
09679128;Erlabrunn;528;519;519;-;9;761;749;749;-;12
09679130;Estenfeld;1350;1304;1304;-;46;2224;2164;2164;-;60
09679131;Frickenhausen a.Main, M;431;418;418;-;13;627;608;608;-;19
09679134;Gaukönigshofen;734;718;718;-;16;1033;1010;1010;-;23
09679135;Gelchsheim, M;266;257;257;-;9;369;354;354;-;15
09679136;Gerbrunn;1129;1095;1092;3;34;3592;3527;3413;114;65
09679137;Geroldshausen;387;378;378;-;9;534;522;522;-;12
09679138;Giebelstadt, M;1454;1407;1404;3;47;2300;2244;2216;28;56
09679141;Greußenheim;439;426;426;-;13;713;693;693;-;20
09679142;Güntersleben;1159;1138;1135;3;21;1994;1949;1940;9;45
09679143;Hausen b.Würzburg;695;689;686;3;6;991;985;982;3;6
09679144;Helmstadt, M;755;733;730;3;22;1156;1128;1119;9;28
09679146;Hettstadt;1053;1033;1033;-;20;1598;1578;1578;-;20
09679147;Höchberg, M;2684;2642;2642;-;42;4671;4591;4584;7;80
09679149;Holzkirchen;329;320;320;-;9;460;448;448;-;12
09679153;Kirchheim;685;676;676;-;9;980;958;958;-;22
09679154;Kist;724;708;708;-;16;1175;1144;1144;-;31
09679155;Kleinrinderfeld;625;606;606;-;19;1011;976;976;-;35
09679156;Kürnach;1229;1204;1204;-;25;1934;1897;1897;-;37
09679161;Margetshöchheim;1037;1016;1016;-;21;1499;1453;1453;-;46
09679164;Neubrunn, M;722;700;700;-;22;1028;1003;1003;-;25
09679165;Altertheim;590;565;565;-;25;892;867;867;-;25
09679167;Eisenheim, M;430;407;407;-;23;574;545;545;-;29
09679169;Oberpleichfeld;315;312;312;-;3;443;437;437;-;6
09679170;Ochsenfurt, St;3210;3079;3076;3;131;5415;5183;5171;12;232
09679174;Prosselsheim;365;365;365;-;-;545;545;545;-;-
09679175;Randersacker, M;1039;1002;1002;-;37;1775;1718;1707;11;57
09679176;Reichenberg, M;1286;1271;1271;-;15;1861;1834;1811;23;27
09679177;Remlingen, M;493;486;486;-;7;708;701;701;-;7
09679179;Riedenheim;216;216;216;-;-;302;298;298;-;4
09679180;Rimpar, M;2180;2138;2138;-;42;3651;3546;3523;23;105
09679182;Röttingen, St;525;507;507;-;18;743;722;722;-;21
09679185;Rottendorf;1395;1362;1362;-;33;2467;2396;2396;-;71
09679187;Sommerhausen, M;580;538;538;-;42;875;823;823;-;52
09679188;Sonderhofen;228;216;216;-;12;306;294;294;-;12
09679192;Tauberrettersheim;271;265;265;-;6;343;337;337;-;6
09679193;Theilheim;678;663;663;-;15;1077;1056;1056;-;21
09679194;Thüngersheim;827;801;801;-;26;1214;1182;1182;-;32
09679196;Uettingen;511;493;493;-;18;851;833;833;-;18
09679200;Leinach;981;958;958;-;23;1402;1376;1376;-;26
09679201;Unterpleichfeld;785;758;758;-;27;1218;1184;1184;-;34
09679202;Veitshöchheim;2311;2225;2225;-;86;4873;4738;4726;12;135
09679204;Waldbrunn;774;768;768;-;6;1176;1167;1167;-;9
09679205;Waldbüttelbrunn;1413;1386;1386;-;27;2291;2255;2255;-;36
09679206;Winterhausen, M;506;494;494;-;12;687;672;672;-;15
09679209;Zell a.Main, M;1095;1064;1064;-;31;2205;2129;2129;-;76
09679444;Gem.fr. Geb. Würzburg;-;-;x;x;x;-;-;x;x;x
09761000;Augsburg;37995;36587;36502;85;1408;144526;140467;137465;3002;4059
09762000;Kaufbeuren;9031;8516;8510;6;515;21525;20499;20415;84;1026
09763000;Kempten (Allgäu);10529;9941;9919;22;588;33517;32188;31602;586;1329
09764000;Memmingen;9083;8513;8499;14;570;20821;19789;19387;402;1032
09771111;Adelzhausen;500;485;485;-;15;677;662;662;-;15
09771112;Affing;1563;1517;1517;-;46;2189;2104;2104;-;85
09771113;Aichach, St;5307;5121;5118;3;186;9024;8699;8667;32;325
09771114;Aindling, M;1313;1283;1279;4;30;1784;1745;1713;32;39
09771122;Dasing;1502;1458;1458;-;44;2288;2232;2232;-;56
09771129;Eurasburg;498;482;482;-;16;678;652;652;-;26
09771130;Friedberg, St;8554;8347;8341;6;207;13190;12857;12812;45;333
09771140;Hollenbach;698;683;680;3;15;922;904;897;7;18
09771141;Inchenhofen, M;734;718;718;-;16;959;943;943;-;16
09771142;Kissing;2993;2915;2915;-;78;4994;4870;4810;60;124
09771144;Kühbach, M;1296;1271;1271;-;25;1631;1606;1606;-;25
09771145;Merching;866;846;846;-;20;1344;1318;1318;-;26
09771146;Mering, M;3311;3247;3247;-;64;5935;5786;5783;3;149
09771149;Obergriesbach;643;639;639;-;4;822;818;818;-;4
09771155;Petersdorf;513;510;510;-;3;678;675;675;-;3
09771156;Pöttmes, M;1949;1869;1869;-;80;2634;2508;2461;47;126
09771158;Rehling;721;711;711;-;10;1027;1008;1008;-;19
09771160;Ried;923;901;901;-;22;1187;1150;1150;-;37
09771162;Schiltberg;601;586;586;-;15;744;729;729;-;15
09771163;Schmiechen;400;378;378;-;22;509;487;487;-;22
09771165;Sielenbach;433;424;424;-;9;593;581;577;4;12
09771168;Steindorf;326;326;326;-;-;395;395;395;-;-
09771169;Todtenweis;395;392;392;-;3;557;554;554;-;3
09771176;Baar (Schwaben);334;322;322;-;12;437;419;419;-;18
09772111;Adelsried;678;661;661;-;17;1005;951;951;-;54
09772114;Allmannshofen;241;241;241;-;-;306;303;303;-;3
09772115;Altenmünster;1238;1212;1212;-;26;1555;1513;1513;-;42
09772117;Aystetten;957;948;948;-;9;1388;1373;1373;-;15
09772121;Biberbach, M;1128;1114;1114;-;14;1470;1446;1446;-;24
09772125;Bobingen, St;4241;4111;4105;6;130;7178;6939;6921;18;239
09772126;Bonstetten;430;424;424;-;6;543;537;537;-;6
09772130;Diedorf, M;2860;2804;2804;-;56;4603;4515;4515;-;88
09772131;Dinkelscherben, M;2049;1980;1980;-;69;2820;2732;2732;-;88
09772134;Ehingen;334;328;328;-;6;396;390;390;-;6
09772136;Ellgau;310;307;307;-;3;396;393;393;-;3
09772137;Emersacker;424;415;415;-;9;565;544;544;-;21
09772141;Fischach, M;1409;1348;1345;3;61;1986;1907;1878;29;79
09772145;Gablingen;1414;1375;1375;-;39;2063;2009;1985;24;54
09772147;Gersthofen, St;4220;4113;4107;6;107;10039;9848;9813;35;191
09772148;Gessertshausen;1364;1316;1316;-;48;1908;1836;1836;-;72
09772149;Graben;1033;1006;1006;-;27;1434;1392;1392;-;42
09772151;Großaitingen;1642;1598;1598;-;44;2044;1997;1997;-;47
09772156;Heretsried;311;305;305;-;6;415;409;409;-;6
09772157;Hiltenfingen;468;448;448;-;20;620;596;596;-;24
09772159;Horgau;812;794;794;-;18;1055;1037;1037;-;18
09772160;Kleinaitingen;353;350;350;-;3;454;451;451;-;3
09772162;Klosterlechfeld;772;754;754;-;18;1354;1324;1324;-;30
09772163;Königsbrunn, St;5510;5344;5341;3;166;12540;12208;12126;82;332
09772166;Kühlenthal;270;270;270;-;-;313;313;313;-;-
09772167;Kutzenhausen;805;792;792;-;13;1003;990;987;3;13
09772168;Langenneufnach;594;568;568;-;26;741;705;705;-;36
09772170;Langerringen;1201;1140;1137;3;61;1495;1425;1410;15;70
09772171;Langweid a.Lech;1668;1620;1620;-;48;3380;3313;3313;-;67
09772177;Meitingen, M;2992;2911;2911;-;81;4911;4778;4736;42;133
09772178;Mickhausen;473;458;458;-;15;575;560;560;-;15
09772179;Mittelneufnach;369;348;348;-;21;437;410;410;-;27
09772184;Neusäß, St;5772;5643;5640;3;129;10387;10150;10101;49;237
09772185;Nordendorf;701;677;677;-;24;1027;982;982;-;45
09772186;Oberottmarshausen;492;486;486;-;6;662;656;656;-;6
09772197;Scherstetten;358;333;333;-;25;413;385;385;-;28
09772200;Schwabmünchen, St;3701;3537;3534;3;164;6200;5915;5912;3;285
09772202;Stadtbergen, St;3571;3496;3496;-;75;7070;6933;6933;-;137
09772207;Thierhaupten, M;1129;1110;1110;-;19;1591;1566;1566;-;25
