AGS;Name;Insgesamt;Fernheizung (Fernwärme);Etagenheizung;Blockheizung;Zentralheizung;Einzel-oder Mehrraumöfen;keine Heizung im Gebäude
08135032;Steinheim am Albuch;2561;36;53;-;2179;290;3
08136002;Abtsgmünd;2212;9;37;-;1745;406;15
08136003;Adelmannsfelden;562;6;3;-;422;122;9
08136007;Bartholomä;799;3;12;6;541;234;3
08136009;Böbingen an der Rems;1287;25;21;3;1061;177;-
08136010;Bopfingen;3487;20;85;18;2483;848;33
08136015;Durlangen;806;-;21;-;698;80;7
08136018;Ellenberg, Württ;515;-;-;3;419;89;4
08136019;Ellwangen (Jagst), Stadt;5954;59;245;14;4897;720;19
08136020;Eschach;538;6;8;-;448;72;4
08136021;Essingen, Württ;1706;24;44;3;1509;117;9
08136024;Göggingen;693;-;3;-;603;81;6
08136027;Gschwend;1605;7;21;3;1247;311;16
08136028;Heubach;2257;15;56;9;2031;143;3
08136029;Heuchlingen;542;-;12;3;444;83;-
08136033;Hüttlingen;1628;23;36;-;1323;234;12
08136034;Iggingen;743;-;7;-;648;88;-
08136035;Jagstzell;675;3;19;-;542;108;3
08136037;Kirchheim am Ries;602;-;12;3;445;142;-
08136038;Lauchheim;1314;22;48;-;1087;151;6
08136040;Leinzell;592;6;12;3;429;139;3
08136042;Lorch, Württ;2881;24;64;9;2318;454;12
08136043;Mögglingen;1155;-;18;6;1060;68;3
08136044;Mutlangen;1729;12;29;15;1558;109;6
08136045;Neresheim;2323;16;26;7;1849;408;17
08136046;Neuler;867;7;15;6;734;105;-
08136049;Obergröningen;160;-;6;-;124;30;-
08136050;Oberkochen;1989;21;91;6;1566;302;3
08136060;Rosenberg, Württ;796;9;15;3;660;106;3
08136061;Ruppertshofen, b Schwäbisch Gmünd;527;-;11;3;454;59;-
08136062;Schechingen;670;-;3;4;586;77;-
08136065;Schwäbisch Gmünd, Stadt;13447;556;936;112;10339;1464;40
08136066;Spraitbach;995;7;0;-;877;105;6
08136068;Stödtlen;569;-;9;6;416;129;9
08136070;Täferrot;298;3;3;-;256;36;-
08136071;Tannhausen;531;9;6;-;440;63;13
08136075;Unterschneidheim;1341;6;15;6;1113;194;7
08136079;Waldstetten, Württ;1968;20;26;3;1748;171;-
08136082;Westhausen, Württ;1655;26;50;0;1379;194;6
08136084;Wört;380;3;-;-;316;61;-
08136087;Riesbürg;726;-;16;-;551;156;3
08136088;Aalen, Stadt;16037;268;1064;37;12802;1824;42
08136089;Rainau;892;6;6;-;779;95;6
08211000;Baden-Baden, Stadtkreis;11267;236;980;53;8967;996;35
08212000;Karlsruhe, Stadtkreis;41782;3866;5456;232;28344;3573;311
08215007;Bretten, Stadt;7185;152;204;41;5906;845;37
08215009;Bruchsal, Stadt;9711;92;253;76;7958;1253;79
08215017;Ettlingen, Stadt;8284;179;593;78;6793;626;15
08215021;Forst, Baden;2128;21;24;3;1798;279;3
08215025;Gondelsheim;914;7;9;12;779;101;6
08215029;Hambrücken;1563;34;31;15;1212;268;3
08215039;Kronau;1648;28;21;15;1384;188;12
08215040;Kürnbach;739;7;9;6;549;159;9
08215046;Malsch, Kr Karlsruhe;3905;22;112;6;3253;486;26
08215047;Marxzell;1433;6;27;9;1174;202;15
08215059;Oberderdingen;2901;19;33;3;2352;480;14
08215064;Östringen;3710;25;64;16;3024;555;26
08215066;Philippsburg;3210;56;101;18;2507;484;44
08215082;Sulzfeld, Baden;1457;4;6;-;1206;229;12
08215084;Ubstadt-Weiher;3803;19;28;18;3175;542;21
08215089;Walzbachtal;2640;45;65;6;2085;424;15
08215090;Weingarten (Baden);2667;31;75;6;2143;403;9
08215094;Zaisenhausen;506;6;-;-;424;73;3
08215096;Karlsbad;4326;43;87;24;3437;715;20
08215097;Kraichtal;4382;62;66;12;3458;730;54
08215099;Graben-Neudorf;3195;62;40;41;2527;496;29
08215100;Bad Schönborn;3148;46;80;12;2698;294;18
08215101;Pfinztal;4863;66;132;22;3663;959;21
08215102;Eggenstein-Leopoldshafen;3815;65;45;80;3334;285;6
08215103;Karlsdorf-Neuthard;2776;33;21;18;2443;252;9
08215105;Linkenheim-Hochstetten;3094;70;44;6;2533;435;6
08215106;Waghäusel;5504;79;60;35;4470;826;34
08215107;Oberhausen-Rheinhausen;2793;63;28;16;2224;433;29
08215108;Rheinstetten, Stadt;5153;77;94;53;4150;758;21
08215109;Stutensee, Stadt;5999;123;140;53;4962;706;15
08215110;Waldbronn;3117;35;63;10;2575;419;15
08215111;Dettenheim;2151;38;32;6;1650;416;9
08216002;Au am Rhein;1002;13;20;-;842;115;12
08216005;Bietigheim;1659;18;38;-;1361;233;9
08216006;Bischweier;786;9;13;-;618;146;-
08216007;Bühl, Stadt;7053;96;284;28;5983;620;42
08216008;Bühlertal;2204;9;34;6;1878;271;6
08216009;Durmersheim;3085;192;79;18;2440;337;19
08216012;Elchesheim-Illingen;955;19;13;7;776;131;9
08216013;Forbach;1556;3;76;13;1021;422;21
08216015;Gaggenau, Stadt;7366;115;597;24;5795;800;35
08216017;Gernsbach;3698;28;123;32;2777;722;16
08216022;Hügelsheim;841;25;27;16;713;56;4
08216023;Iffezheim;1212;6;23;38;967;175;3
08216024;Kuppenheim;2018;41;60;30;1558;314;15
08216028;Lichtenau, Baden;1379;12;21;15;1128;180;23
08216029;Loffenau;773;6;9;3;589;160;6
08216033;Muggensturm;1728;15;21;3;1480;209;0
08216039;Ötigheim;1283;28;20;7;1030;192;6
08216041;Ottersweier;1688;15;30;3;1438;190;12
08216043;Rastatt, Stadt;8161;105;567;39;6621;791;38
08216049;Sinzheim;3006;24;104;12;2662;195;9
08216052;Steinmauern;856;21;12;-;620;203;-
08216059;Weisenbach;705;6;41;-;476;179;3
08216063;Rheinmünster;1801;27;42;3;1488;228;13
08221000;Heidelberg, Stadtkreis;20131;4651;2407;80;11733;1239;21
08222000;Mannheim, Stadtkreis;41343;14234;2638;110;20451;3795;115
08225001;Adelsheim;1471;12;30;-;1220;195;14
08225002;Aglasterhausen;1375;13;9;12;1091;243;7
08225009;Billigheim;1864;3;7;3;1444;395;12
08225010;Binau;402;3;-;3;342;47;7
08225014;Buchen (Odenwald);4954;33;101;12;4005;748;55
08225024;Fahrenbach;880;-;9;6;691;165;9
08225032;Hardheim;1955;18;24;15;1560;309;29
08225033;Haßmersheim;1413;13;34;9;1125;218;14
08225039;Höpfingen;961;-;7;7;665;273;9
08225042;Hüffenhardt;640;7;12;3;465;144;9
08225052;Limbach, Baden;1428;16;20;12;1111;239;30
08225058;Mosbach, Stadt;6093;621;153;24;4708;572;15
08225060;Mudau;1592;16;9;7;1258;276;26
08225064;Neckargerach;748;3;17;3;522;197;6
08225067;Neckarzimmern;411;-;4;6;286;115;-
08225068;Neunkirchen, b Mosbach;585;6;7;6;478;75;13
08225074;Obrigheim;1557;22;19;15;1128;353;20
08225075;Osterburken;1706;10;49;13;1248;376;10
08225082;Rosenberg, Baden;779;12;9;-;471;276;11
08225091;Seckach;1291;6;29;9;907;328;12
08225109;Walldürn;3306;44;148;12;2584;478;40
08225113;Zwingenberg;228;-;-;-;181;47;-
08225114;Ravenstein;988;-;9;3;692;268;16
08225115;Schefflenz;1361;10;6;-;1032;294;19
08225116;Schwarzach;626;18;3;-;534;71;-
08225117;Elztal;1796;3;36;3;1390;346;18
08225118;Waldbrunn, Odenw;1710;9;103;3;1339;243;13
08226003;Altlußheim;1570;28;31;9;1244;243;15
08226006;Bammental;1619;16;9;6;1476;112;-
08226009;Brühl, Baden;3075;312;42;16;2477;222;6
08226010;Dielheim;2607;28;34;13;2109;402;21
08226012;Dossenheim;2514;79;62;-;2164;137;72
08226013;Eberbach;3849;87;173;24;3238;306;21
08226017;Epfenbach;749;3;3;9;624;106;4
08226018;Eppelheim;2740;86;155;93;2312;78;16
08226020;Eschelbronn;690;9;3;-;607;68;3
08226022;Gaiberg;767;54;3;21;652;34;3
08226027;Heddesbach;160;-;-;-;142;18;-
08226028;Heddesheim;2377;51;24;6;2091;193;12
08226029;Heiligkreuzsteinach;900;3;18;-;724;149;6
08226031;Hemsbach;2727;28;38;12;2327;304;18
08226032;Hockenheim, Stadt;4944;115;260;16;4200;309;44
08226036;Ilvesheim;2114;87;69;27;1781;147;3
08226037;Ketsch;3343;40;52;21;2912;299;19
08226038;Ladenburg;2675;54;137;6;2318;154;6
08226040;Laudenbach, Bergstr;1728;17;51;8;1421;222;9
08226041;Leimen, Stadt;5111;108;155;35;4408;399;6
08226046;Malsch, b Wiesloch;1078;22;9;3;937;98;9
08226048;Mauer;1068;31;12;-;969;53;3
08226049;Meckesheim;1520;7;21;9;1314;159;10
08226054;Mühlhausen, Kraichgau;2488;40;37;9;2097;293;12
08226055;Neckarbischofsheim;1152;3;22;9;883;226;9
08226056;Neckargemünd;3729;58;198;16;3175;276;6
08226058;Neidenstein;529;12;6;-;471;34;6
08226059;Neulußheim;1791;28;35;3;1461;252;12
08226060;Nußloch;2653;52;70;4;2306;215;6
08226062;Oftersheim;2483;383;66;9;1781;237;7
08226063;Plankstadt;2496;33;162;10;2029;247;15
08226065;Rauenberg;2361;41;39;6;1951;314;10
08226066;Reichartshausen;611;-;6;4;432;156;13
08226068;Reilingen;2100;25;42;3;1757;253;20
08226076;Sandhausen;3420;262;82;30;2784;253;9
08226080;Schönau;1419;6;32;7;1062;303;9
08226081;Schönbrunn;957;10;9;-;797;138;3
08226082;Schriesheim;3661;44;72;119;3102;296;28
08226084;Schwetzingen, Stadt;3846;912;286;12;2412;215;9
08226085;Sinsheim, Stadt;9056;158;112;55;7375;1288;68
08226086;Spechbach;537;4;6;-;448;57;22
08226091;Waibstadt;1636;0;30;-;1331;251;24
08226095;Walldorf, Baden;3581;73;115;23;3154;213;3
08226096;Weinheim, Stadt;10430;203;776;65;8342;995;49
08226097;Wiesenbach, Baden;887;12;6;3;812;51;3
08226098;Wiesloch, Stadt;5787;109;183;13;4807;636;39
08226099;Wilhelmsfeld;974;3;18;7;795;148;3
08226101;Zuzenhausen;684;4;9;-;505;163;3
08226102;Angelbachtal;1421;13;12;3;1160;211;22
08226103;St. Leon-Rot;3921;46;65;12;3311;466;21
08226104;Lobbach;727;3;-;-;617;101;6
08226105;Edingen-Neckarhausen;3428;108;117;12;2853;335;3
08226106;Helmstadt-Bargen;1164;9;19;3;879;238;16
08226107;Hirschberg an der Bergstraße;2394;22;57;3;2025;279;8
08231000;Pforzheim, Stadtkreis;18315;2784;1352;193;12473;1467;46
08235006;Altensteig;2716;118;38;10;2144;403;3
08235007;Althengstett;2172;13;55;-;1820;275;9
08235008;Bad Liebenzell;2284;22;36;6;1795;419;6
08235018;Dobel;568;18;12;6;483;42;7
08235020;Ebhausen;1294;9;41;3;992;236;13
08235022;Egenhausen;534;-;15;-;430;83;6
08235025;Enzklösterle;372;-;6;-;323;40;3
08235029;Gechingen;1063;-;13;-;870;162;18
08235032;Haiterbach;1550;12;30;3;1249;247;9
08235033;Bad Herrenalb;1849;3;34;13;1536;257;6
08235035;Höfen an der Enz;397;3;3;-;328;63;-
08235046;Nagold, Stadt;4899;37;149;19;4055;611;28
08235047;Neubulach;1548;0;19;6;1318;196;9
08235050;Neuweiler;1004;3;3;3;759;227;9
08235055;Oberreichenbach, Württ;878;3;6;3;695;168;3
08235057;Ostelsheim;691;-;25;6;550;107;3
08235060;Rohrdorf, b Nagold;504;10;9;-;400;82;3
08235065;Schömberg, b Neuenbürg, Württ;1828;3;10;19;1536;260;-
08235066;Simmersfeld;609;3;10;4;449;139;4
08235067;Simmozheim;762;7;9;4;636;103;3
08235073;Unterreichenbach;682;3;9;3;559;96;12
08235079;Bad Wildbad;2461;44;101;6;2003;291;16
08235080;Wildberg, Württ;2876;7;38;12;2391;413;15
08235084;Bad Teinach-Zavelstein;896;6;19;3;700;165;3
08235085;Calw, Stadt;5119;244;172;30;3927;710;36
08236004;Birkenfeld, Württ;2834;99;54;18;2299;349;15
08236011;Eisingen, Baden;985;34;15;7;787;136;6
08236013;Engelsbrand;1417;3;10;6;1236;156;6
08236019;Friolzheim;997;3;10;6;822;146;10
08236025;Heimsheim;1226;114;25;13;938;130;6
08236028;Illingen, Württ;2126;24;40;16;1662;384;0
08236030;Ispringen;1523;23;46;3;1232;213;6
08236031;Kieselbronn;892;24;18;15;723;109;3
08236033;Knittlingen;2291;6;40;15;1764;437;29
08236038;Maulbronn;1847;26;62;6;1421;320;12
08236039;Mönsheim;824;3;7;15;640;159;-
08236040;Mühlacker, Stadt;6445;159;396;50;4747;1072;21
08236043;Neuenbürg;1990;20;60;3;1626;271;10
08236044;Neuhausen, Enzkr;1751;3;27;6;1335;370;10
08236046;Niefern-Öschelbronn;2854;52;90;40;2405;258;9
08236050;Ötisheim;1481;21;43;3;1228;177;9
08236061;Sternenfels;954;6;15;3;761;160;9
08236062;Tiefenbronn;1606;3;16;12;1411;152;12
08236065;Wiernsheim;1963;9;51;9;1493;395;6
08236067;Wimsheim;765;-;19;-;607;139;-
08236068;Wurmberg;867;-;12;3;675;173;4
08236070;Keltern;2819;18;50;12;2322;414;3
08236071;Remchingen;3205;42;64;16;2525;549;9
08236072;Straubenhardt;3178;137;49;12;2573;385;22
08236073;Neulingen, Enzkr;1858;44;28;7;1509;258;12
08236074;Kämpfelbach;1894;23;57;13;1413;376;12
08236075;Ölbronn-Dürrn;1045;19;21;3;794;204;4
08236076;Königsbach-Stein;2896;42;63;12;2266;501;12
08237002;Alpirsbach;1900;18;55;-;1510;302;15
08237004;Baiersbronn;3727;16;53;29;3215;405;9
08237019;Dornstetten;1752;3;32;6;1600;111;-
08237024;Empfingen;1136;22;15;24;918;148;9
08237027;Eutingen im Gäu;1656;6;25;-;1399;223;3
08237028;Freudenstadt, Stadt;4994;46;390;17;4099;430;12
08237030;Glatten;704;3;12;3;590;96;-
08237032;Grömbach;193;-;-;-;152;38;3
08237040;Horb am Neckar, Stadt;6943;276;116;15;5434;1065;37
08237045;Loßburg;2180;26;33;3;1847;254;17
08237054;Pfalzgrafenweiler;1753;121;22;18;1402;175;15
08237061;Schopfloch, Kr Freudenstadt;686;3;4;3;598;63;15
08237072;Wörnersberg;71;3;-;-;64;4;-
08237073;Seewald;665;-;6;6;532;115;6
08237074;Waldachtal;1808;13;40;9;1502;240;4
08237075;Bad Rippoldsau-Schapbach;594;10;3;-;518;60;3
08311000;Freiburg im Breisgau, Stadtkreis;26618;1777;2776;217;20468;1286;94
08315003;Au;341;3;-;18;305;15;-
08315004;Auggen;689;3;10;3;614;56;3
08315006;Bad Krozingen, Stadt;3427;85;119;34;2984;199;6
08315007;Badenweiler;1119;12;45;3;978;81;-
08315008;Ballrechten-Dottingen;597;9;10;3;530;45;-
08315013;Bötzingen;1090;15;24;-;930;115;6
08315014;Bollschweil;579;23;3;12;484;54;3
08315015;Breisach am Rhein;3214;101;238;31;2654;178;12
08315016;Breitnau;432;22;12;6;361;28;3
08315020;Buchenbach;705;64;13;3;554;65;6
08315022;Buggingen;1067;24;30;6;850;157;-
08315028;Ebringen;695;10;19;6;610;47;3
08315030;Eichstetten am Kaiserstuhl;795;3;9;-;698;79;6
08315031;Eisenbach (Hochschwarzwald);586;-;9;7;511;56;3
08315033;Eschbach, Markgräflerl;593;6;3;3;545;36;-
08315037;Feldberg (Schwarzwald);674;-;3;6;528;137;-
08315039;Friedenweiler;529;6;9;-;500;11;3
08315041;Glottertal;696;9;12;15;599;58;3
08315043;Gottenheim;715;3;28;9;612;57;6
08315047;Gundelfingen;2155;100;42;18;1921;74;-
08315048;Hartheim;1111;9;6;6;983;82;25
08315050;Heitersheim;1343;20;47;18;1173;73;12
08315051;Heuweiler;274;3;3;-;256;12;-
08315052;Hinterzarten;631;19;9;6;570;27;-
08315056;Horben;280;3;-;-;245;32;-
08315059;Ihringen;1573;27;30;3;1360;141;12
08315064;Kirchzarten;2233;51;16;15;2057;84;10
08315068;Lenzkirch;1244;6;16;10;1096;113;3
08315070;Löffingen;2024;56;21;3;1784;147;13
08315072;Merdingen;694;0;9;-;586;86;13
08315073;Merzhausen;1032;18;12;6;958;38;-
08315074;Müllheim;3975;162;129;28;3331;313;12
08315076;Neuenburg am Rhein;2806;28;46;21;2429;269;13
08315084;Oberried;669;47;18;6;501;88;9
08315089;Pfaffenweiler;659;3;10;-;587;55;4
08315094;St. Märgen;437;3;-;6;362;63;3
08315095;St. Peter;560;97;4;6;373;80;-
08315098;Schallstadt;1548;30;24;9;1360;125;-
08315102;Schluchsee;752;3;16;3;565;156;9
08315107;Sölden;339;3;-;-;314;22;-
08315108;Staufen im Breisgau;1786;118;56;21;1504;81;6
08315109;Stegen;945;43;12;15;817;52;6
08315111;Sulzburg;770;31;39;-;661;39;-
08315113;Titisee-Neustadt;2436;54;56;25;2141;148;12
08315115;Umkirch;851;27;15;19;757;33;-
08315125;Wittnau;373;6;-;-;345;22;-
08315130;Münstertal/Schwarzwald;1187;26;12;15;1004;124;6
08315131;Ehrenkirchen;1770;31;25;19;1557;135;3
08315132;March;1913;17;25;13;1688;170;-
08315133;Vogtsburg im Kaiserstuhl;1744;9;15;0;1447;264;9
08316002;Bahlingen am Kaiserstuhl;993;3;12;9;913;53;3
08316003;Biederbach;464;47;3;9;360;45;0
08316009;Denzlingen;2345;57;38;16;2041;187;6
08316010;Elzach;1795;36;9;27;1460;236;27
08316011;Emmendingen, Stadt;5072;123;353;31;4167;363;35
08316012;Endingen am Kaiserstuhl;2285;13;38;7;1962;258;7
08316013;Forchheim, Breisgau;390;-;-;-;269;112;9
08316014;Gutach im Breisgau;887;15;70;4;740;43;15
08316017;Herbolzheim;2550;117;34;41;1920;416;22
08316020;Kenzingen;2299;24;38;12;1870;345;10
08316024;Malterdingen;777;15;0;3;675;78;6
08316036;Reute;747;13;12;-;639;80;3
08316037;Riegel am Kaiserstuhl;791;19;16;-;687;66;3
08316038;Sasbach am Kaiserstuhl;990;6;13;10;847;108;6
08316039;Sexau;832;12;22;7;718;70;3
08316042;Simonswald;822;40;7;6;646;117;6
08316043;Teningen;2958;30;74;-;2526;306;22
08316045;Vörstetten;751;15;13;-;660;63;-
08316049;Weisweil;602;-;13;-;503;83;3
08316051;Wyhl am Kaiserstuhl;966;9;9;-;747;195;6
08316053;Rheinhausen;1032;3;16;3;653;347;10
08316054;Freiamt;1040;13;6;6;861;154;-
08316055;Winden im Elztal;707;3;15;9;541;127;12
08316056;Waldkirch, Stadt;3866;78;352;42;3115;267;12
08317001;Achern, Stadt;6066;80;195;38;5043;677;33
08317005;Appenweier;2515;12;55;18;2131;281;18
08317008;Bad Peterstal-Griesbach;664;3;6;-;633;22;-
08317009;Berghaupten;603;3;6;-;546;48;-
08317011;Biberach;869;9;15;-;740;98;7
08317021;Durbach;1034;3;6;6;895;121;3
08317026;Ettenheim;3166;160;77;6;2458;443;22
08317029;Fischerbach;438;9;-;6;400;23;-
08317031;Friesenheim, Baden;3247;127;53;18;2644;399;6
08317034;Gengenbach;2258;52;79;6;1964;157;-
08317039;Gutach (Schwarzwaldbahn);655;9;10;6;540;90;-
08317040;Haslach im Kinzigtal;1564;49;36;24;1295;160;-
08317041;Hausach;1269;107;33;6;958;156;9
08317046;Hofstetten, Kinzigtal;392;6;-;-;342;41;3
08317047;Hohberg;2077;7;31;-;1754;264;21
08317051;Hornberg;1072;25;48;6;866;121;6
08317056;Kappelrodeck;1563;15;42;3;1354;140;9
08317057;Kehl, Stadt;7878;143;225;51;6440;995;24
08317059;Kippenheim;1373;9;19;3;1100;232;10
08317065;Lahr/Schwarzwald, Stadt;8156;279;655;45;6321;822;34
08317067;Lautenbach;489;3;3;3;441;30;9
08317068;Lauf;1090;-;6;3;929;130;22
08317073;Mahlberg;1127;18;21;-;939;145;4
08317075;Meißenheim;1097;13;25;3;888;162;6
08317078;Mühlenbach;405;6;12;9;354;24;-
08317085;Nordrach;516;13;6;-;432;62;3
08317088;Oberharmersbach;632;18;3;9;536;63;3
08317089;Oberkirch, Stadt;4636;41;150;46;4020;358;21
08317093;Oberwolfach;694;63;3;3;537;88;-
08317096;Offenburg, Stadt;11718;379;915;110;9314;963;37
08317097;Ohlsbach;846;16;7;-;770;50;3
08317098;Oppenau;1185;7;6;7;1067;95;3
08317100;Ortenberg, Baden;862;16;18;-;760;62;6
08317102;Ottenhöfen im Schwarzwald;831;6;7;-;729;83;6
08317110;Renchen;2027;18;68;13;1669;238;21
08317113;Ringsheim;662;106;9;3;426;112;6
08317114;Rust;881;12;15;6;650;186;12
08317116;Sasbach, b Achern, Baden;1374;92;20;12;1132;112;6
08317118;Sasbachwalden;692;32;15;-;535;107;3
08317121;Schuttertal;831;10;9;3;687;107;15
08317122;Schutterwald;1942;15;29;7;1658;230;3
08317126;Seebach, Baden;410;-;-;6;349;49;6
08317127;Seelbach, Schutter;1372;13;30;6;1096;221;6
08317129;Steinach, Baden;1034;13;9;3;898;102;9
08317141;Willstätt;2431;33;27;24;2047;272;28
08317145;Wolfach;1511;18;26;3;1268;193;3
08317146;Zell am Harmersbach;1855;40;47;9;1559;188;12
08317150;Schwanau;1967;16;27;15;1576;323;10
08317151;Neuried, Ortenaukreis;2603;35;26;28;2187;312;15
08317152;Kappel-Grafenhausen;1283;12;6;13;1008;238;6
08317153;Rheinau;3389;43;45;9;2685;592;15
08325001;Aichhalden;1270;10;28;6;1018;205;3
08325009;Bösingen;1001;12;15;3;840;121;10
08325011;Dietingen;1306;3;12;0;1038;231;22
08325012;Dornhan;2014;16;54;-;1629;311;4
08325014;Dunningen;1749;18;47;7;1453;209;15
08325015;Epfendorf;1045;-;6;12;831;193;3
08325024;Hardt, b Schramberg;737;3;3;-;668;63;-
08325036;Lauterbach, Schwarzw;852;6;3;3;696;131;13
08325045;Oberndorf am Neckar;3946;16;149;15;2835;913;18
08325049;Rottweil, Stadt;5905;661;530;15;4194;490;15
08325050;Schenkenzell;600;25;12;-;441;122;-
08325051;Schiltach;1141;3;28;-;877;227;6
08325053;Schramberg, Stadt;5468;120;578;16;4142;608;4
08325057;Sulz am Neckar;3700;53;109;19;2825;674;20
08325060;Villingendorf;921;3;9;3;835;68;3
08325061;Vöhringen, Württ;1328;6;25;-;1046;238;13
08325064;Wellendingen;996;18;15;16;816;122;9
08325069;Zimmern ob Rottweil;1683;39;40;3;1455;137;9
08325070;Fluorn-Winzeln;1020;-;13;6;784;205;12
08325071;Eschbronn;687;-;3;-;601;83;-
08325072;Deißlingen;1868;12;44;15;1570;215;12
08326003;Bad Dürrheim;2873;38;54;15;2523;224;19
08326005;Blumberg, Baden;2684;27;40;9;2343;241;24
08326006;Bräunlingen;1634;9;12;16;1520;68;9
08326010;Dauchingen;946;6;6;6;878;50;-
08326012;Donaueschingen, Stadt;4981;176;190;22;4326;237;30
08326017;Furtwangen im Schwarzwald;2042;27;36;15;1758;191;15
08326020;Gütenbach;320;-;21;-;260;39;-
08326027;Hüfingen;1892;152;29;9;1544;146;12
08326031;Königsfeld im Schwarzwald;1617;15;18;-;1440;133;11
08326037;Mönchweiler;837;12;10;3;766;37;9
08326041;Niedereschach;1650;19;10;3;1499;116;3
08326052;St. Georgen im Schwarzwald;3073;19;243;15;2607;183;6
08326054;Schönwald im Schwarzwald;707;3;22;12;620;47;3
08326055;Schonach im Schwarzwald;1028;9;54;3;854;98;10
08326060;Triberg im Schwarzwald;1153;12;169;-;908;64;-
08326061;Tuningen;887;12;10;6;755;101;3
08326065;Unterkirnach;585;6;33;-;495;47;4
08326068;Vöhrenbach;1013;21;43;9;843;94;3
08326074;Villingen-Schwenningen, Stadt;16214;345;930;84;13703;1125;27
08326075;Brigachtal;1272;22;18;3;1166;54;9
08327002;Aldingen;1947;3;48;6;1615;269;6
08327004;Bärenthal;173;3;3;-;137;27;3
08327005;Balgheim;353;-;-;-;319;31;3
08327006;Böttingen;512;-;18;-;386;108;-
08327007;Bubsheim;360;-;3;-;310;44;3
08327008;Buchheim;227;-;3;-;173;44;7
08327009;Deilingen;638;-;18;-;476;144;-
08327010;Denkingen;759;6;16;3;669;62;3
08327011;Dürbheim;537;7;9;-;441;80;-
08327012;Durchhausen;296;6;-;-;245;45;-
08327013;Egesheim;188;-;3;-;123;62;-
08327016;Fridingen an der Donau;1046;6;25;3;799;204;9
08327017;Frittlingen;634;16;3;4;525;86;-
08327018;Geisingen;1644;16;0;6;1446;160;16
08327019;Gosheim;1079;16;28;3;959;70;3
08327020;Gunningen;216;3;-;-;182;28;3
08327023;Hausen ob Verena;273;-;3;-;226;40;4
08327025;Immendingen;1524;94;84;3;1190;141;12
08327027;Irndorf;294;-;3;-;211;76;4
08327029;Königsheim;212;-;-;-;189;20;3
08327030;Kolbingen;421;-;-;3;360;55;3
08327033;Mahlstetten;312;-;3;3;217;86;3
08327036;Mühlheim an der Donau;1149;3;25;3;1001;117;-
08327038;Neuhausen ob Eck;1198;19;12;3;976;182;6
08327040;Reichenbach am Heuberg;159;-;3;-;131;25;-
08327041;Renquishausen;268;99;6;-;107;56;-
08327046;Spaichingen;3099;18;124;9;2729;207;12
08327048;Talheim, Kr Tuttlingen;401;4;6;-;330;58;3
08327049;Trossingen;3805;138;105;21;3104;434;3
08327050;Tuttlingen, Stadt;8028;84;778;12;6251;874;29
08327051;Wehingen;1000;9;18;10;829;122;12
08327054;Wurmlingen;1173;18;34;4;976;138;3
08327055;Seitingen-Oberflacht;758;-;16;3;638;91;10
08327056;Rietheim-Weilheim;849;6;3;-;747;93;-
08327057;Emmingen-Liptingen;1382;12;33;8;1192;137;-
08335001;Aach, Hegau;634;10;-;-;526;95;3
08335002;Allensbach;1606;18;17;3;1488;70;10
08335015;Büsingen am Hochrhein;405;15;3;9;358;20;-
08335021;Eigeltingen;1084;18;39;9;868;132;18
08335022;Engen;2710;9;46;9;2421;208;17
